,track_name,album,artist_name,release_date,duration_ms,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
424,Midnight Hour with Boys Noize & Ty Dolla $ign - Four Tet Remix,Midnight Hour with Boys Noize & Ty Dolla $ign (Four Tet Remix),Skrillex,2019-12-13,277873,30,0.865,0.0929,0.644,0.00305,0.0655,-6.891,0.0689,125.987,0.195
425,Teenage Birdsong - Overmono Remix,Teenage Birdsong (Overmono Remix),Four Tet,2019-12-09,277678,26,0.416,0.00559,0.91,0.785,0.0795,-6.686,0.0791,204.272,0.611
426,Crystal Coral,Underwater Music,Michel Redolfi,2002-01-01,70560,4,0.331,0.647,0.436,0.0775,0.291,-29.511,0.0967,115.329,0.0371
427,DJ Logic Please Forgive Me,Logic1000,Logic1000,2019-12-06,293858,36,0.829,0.0136,0.928,0.0201,0.317,-8.641,0.0833,123.999,0.522
428,Sample Devon,Steal a Golden Hail,Quirke,2019-12-06,332958,17,0.506,0.00147,0.878,0.867,0.105,-11.253,0.0776,155.023,0.145
429,Dolorous Dick'ead,dgoHn,dgoHn,2019-12-06,310624,18,0.571,0.0304,0.861,0.887,0.135,-5.629,0.0712,170.009,0.134
430,Composition No. 7 With Converging and Diverging Sound Levels,Karel Goeyvaerts: The Serial Works Nos. 1 - 7,Karel Goeyvaerts,1989-01-01,89133,1,0.163,0.995,0.0135,0.933,0.111,-36.036,0.0357,131.755,0.0392
431,New Lover,Flechazo,FaltyDL,2019-12-06,318612,18,0.603,0.00643,0.821,0.909,0.107,-9.161,0.0332,127.023,0.658
432,Baddie Part Two,Logic1000,Logic1000,2019-12-06,247402,30,0.801,0.000535,0.629,0.913,0.0895,-11.029,0.131,130.006,0.0399
433,Teenage Birdsong - Avalon Emerson Scrub Jay Remix,Teenage Birdsong (Avalon Emerson Scrub Jay Remix),Four Tet,2019-11-27,313823,14,0.458,0.01,0.904,0.844,0.113,-7.906,0.0715,100.931,0.531
434,You and I,You and I,Caribou,2019-12-04,243946,0,0.733,0.0716,0.495,0.124,0.114,-8.448,0.0321,111.911,0.478
435,Ana Damir El Motakallim,Mouasalat Ila Jacad El Ard (Habibi Funk 010),Issam Hajali,2019-11-22,702000,32,0.249,0.163,0.671,0.00322,0.313,-8.609,0.0435,77.44,0.422
436,Space Jungle,Vibrations of the Day,Konstrukt,2011-09-06,527151,5,0.257,0.106,0.921,4.45e-05,0.168,-6.901,0.136,137.429,0.339
437,Hosting,Hosting,Mica Levi,2019-11-28,130485,0,0.686,0.994,0.00846,0.392,0.107,-16.511,0.0576,70.676,0.821
438,A Kind Robin,A Kind Robin / Latent Space,J Chrysalis,2019-10-14,371466,6,0.546,0.03,0.856,0.92,0.0896,-12.161,0.0764,119.974,0.397
439,Old Tape,HyperSwim,Various Artists,2019-11-23,470690,17,0.538,0.279,0.556,0.0553,0.305,-14.551,0.0552,121.008,0.339
440,Only You,Only You,Moses Boyd,2019-11-27,286194,8,0.53,7.04e-06,0.778,0.909,0.137,-8.022,0.0388,109.988,0.456
441,Mariah,Exit Strategy,Nikki Nair,2019-03-15,292378,7,0.714,0.0173,0.793,0.698,0.165,-9.646,0.219,132.971,0.203
442,Bromley,Bromley,Joy Orbison,2019-11-14,404075,0,0.51,0.000326,0.701,0.769,0.121,-8.564,0.101,132.979,0.26
443,Want,Tangerine,Shanti Celeste,2019-11-15,338093,22,0.694,0.0206,0.698,0.913,0.13,-9.007,0.0493,140.006,0.648
444,Onglon,Found Sound,Spooky,1996,81133,2,0.881,0.922,0.472,0.902,0.136,-10.481,0.058,109.886,0.0955
445,Track 2,Directions in Music,Directions,1996-04-25,331093,9,0.414,0.508,0.762,0.871,0.325,-9.426,0.0319,112.118,0.582
446,Sieben,Niente,Gruppo di Improvvisazione Nuova Consonanza,1971,124721,3,0.623,0.0794,0.653,0.381,0.1,-13.07,0.0286,99.647,0.355
447,One Minute Please,Rhythmatism,Steve Reid,2019-11-01,60693,0,0.57,0.0102,0.567,0.45,0.158,-14.927,0.372,69.477,0.204
448,Pauke Tanz,At This Point In Time,Elvin Jones,1998-01-01,385106,3,0.472,0.634,0.714,0.844,0.0481,-12.511,0.0716,134.178,0.544
449,Soiree,From Left To Right,Bill Evans,1970,203733,0,0.389,0.972,0.0773,0.92,0.0772,-22.129,0.0392,100.757,0.109
450,Center of Time,The Envoy,Gavilán Rayna Russom,2019-11-15,239286,3,0.315,0.865,0.209,0.668,0.145,-23.892,0.0584,79.925,0.0351
451,Pull Up,English Dubbed,Blanco,2019-11-15,210699,49,0.803,0.573,0.427,0.000136,0.0987,-9.891,0.228,130.15,0.2
452,Joan,Morphism,Nikki Nair,2019-10-11,280648,4,0.938,0.000411,0.639,0.125,0.126,-9.775,0.317,128.02,0.495
453,Flatline,Crown Jewels EP,Hydraulix,2019-01-25,243837,23,0.774,0.0197,0.606,0.438,0.161,-6.89,0.182,74.99,0.375
454,Frühlingslicht,Dirge Grid EP,Testset,2015-12-11,306265,3,0.696,0.0558,0.675,0.678,0.118,-10.062,0.244,136.349,0.582
455,Our Backyard,Master-Dik,Sonic Youth,1987-11-04,137186,7,0.454,0.00117,0.9,0.814,0.0697,-9.767,0.117,109.978,0.12
456,Typing on Mechanical Keyboard,Asmr Sleep Triggers,Asmr Trigger Labs,2018-07-13,134792,13,0.574,0.131,0.209,0.919,0.0801,-27.384,0.399,90.371,0.169
457,You Owe Me,Only Diamonds Cut Diamonds,Vegyn,2019-11-08,177560,27,0.753,0.779,0.62,0.0626,0.131,-6.852,0.0526,130.016,0.465
458,Stars,Once Upon A Passion,Bella Boo,2019-11-01,208673,13,0.425,0.716,0.166,0.781,0.245,-18.751,0.0558,78.83,0.155
459,Frequency FM,The Alchemy of Circumstance,Midland,2019-10-09,318040,29,0.668,0.00168,0.779,0.895,0.0753,-11.268,0.0586,90.006,0.307
460,Peel Me Easy,Grapefruit Regret,Karenn,2019-11-08,362029,16,0.896,0.138,0.785,0.835,0.114,-12.185,0.224,140.007,0.585
461,Agos,Agos,Tarsius,2019-11-08,428500,4,0.744,0.302,0.5,0.851,0.134,-12.721,0.0521,119.993,0.292
462,Hockets for Two Voices: IV. —,Meara O'Reilly: Hockets for Two Voices,Meara O'Reilly,2019-10-25,90080,11,0.929,0.995,0.161,3.8e-05,0.11,-15.132,0.138,139.937,0.996
463,ʅ͡͡͡͡͡͡͡͡͡͡͡(ƟӨ)ʃ͡͡͡͡͡͡͡͡͡͡ ꐑ(ཀ ඊູ ఠీੂ೧ູ࿃ूੂ✧✧✧✧✧✧ළඕั࿃ूੂ࿃ूੂ,ʅ͡͡͡͡͡͡͡͡͡͡͡(ƟӨ)ʃ͡͡͡͡͡͡͡͡͡͡ ꐑ(ཀ ඊູ ఠీੂ೧ູ࿃ूੂ✧ළඕั࿃ूੂ࿃ूੂੂ࿃ूੂළඕั✧ı̴̴̡ ̡̡͡|̲̲̲͡ ̲̲̲͡͡π̲̲͡͡ ɵੂ≢࿃ूੂ೧ູఠీੂ ඊູཀ ꐑ(ʅ͡͡͡͡͡͡͡͡͡͡͡(ƟӨ)ʃ͡͡͡͡͡͡͡͡͡͡,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,2019-10-31,278707,44,0.733,0.0224,0.687,0.702,0.0648,-10.487,0.0444,125.752,0.526
464,ੂ࿃ूੂළඕั✧✧ı̴̴̡ ̡̡͡|̲̲̲͡ ̲̲̲͡͡π̲̲͡͡ ɵੂ≢࿃ूੂ೧ູఠీੂ ඊູཀ ꐑ(ʅ͡͡͡͡͡͡͡͡͡͡͡(ƟӨ)ʃ͡͡͡͡͡͡͡͡͡͡,ʅ͡͡͡͡͡͡͡͡͡͡͡(ƟӨ)ʃ͡͡͡͡͡͡͡͡͡͡ ꐑ(ཀ ඊູ ఠీੂ೧ູ࿃ूੂ✧ළඕั࿃ूੂ࿃ूੂੂ࿃ूੂළඕั✧ı̴̴̡ ̡̡͡|̲̲̲͡ ̲̲̲͡͡π̲̲͡͡ ɵੂ≢࿃ूੂ೧ູఠీੂ ඊູཀ ꐑ(ʅ͡͡͡͡͡͡͡͡͡͡͡(ƟӨ)ʃ͡͡͡͡͡͡͡͡͡͡,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,2019-10-31,282524,34,0.737,0.185,0.496,0.442,0.0766,-11.587,0.0464,125.752,0.443
465,Hockets for Two Voices: II. —,Meara O'Reilly: Hockets for Two Voices,Meara O'Reilly,2019-10-25,102813,18,0.775,0.995,0.115,0.47,0.132,-16.978,0.0685,121.102,0.798
466,Tilim M'dohm,"Offering, Pt. 1/2",Offering,1990,157733,6,0.739,0.86,0.415,0.934,0.163,-7.698,0.0465,115.799,0.917
467,Le Tigre,POLY011,Overmono,2019-11-01,370790,32,0.726,0.00619,0.857,0.804,0.138,-7.427,0.054,139.005,0.142
468,Requiem for CS70 and Strings,Crush,Floating Points,2019-10-18,143080,34,0.196,0.986,0.014,0.93,0.112,-20.872,0.0349,137.347,0.0645
469,Yl She's Away,Slipping,Joy Orbison,2019-10-18,346000,28,0.721,0.201,0.441,0.749,0.181,-11.921,0.0729,135.018,0.124
470,Crush the Mushrooms,Crush the Mushrooms,Karenn,2019-10-02,391172,12,0.588,0.0356,0.791,0.0687,0.0675,-11.537,0.0606,140.017,0.228
471,Now You Sit Alone,Visible & Invisible Persons Distributed In Space,Various Artists,2019-09-27,292268,6,0.722,0.697,0.13,0.00573,0.062,-19.659,0.052,128.147,0.697
472,It's Nice to Be Alive,It's Nice to Be Alive,Vegyn,2019-10-17,205893,31,0.648,0.804,0.66,0.839,0.0881,-7.129,0.0379,126.033,0.513
473,Paprika Pony,No Home Record,Kim Gordon,2019-10-11,248586,0,0.98,0.264,0.679,0.749,0.107,-9.292,0.119,126.997,0.765
474,Drop Location,Dawn Chorus,Jacques Greene,2019-10-18,169892,22,0.491,0.00343,0.768,0.916,0.0891,-6.605,0.128,112.436,0.227
475,August Haze,Neighborhoods,Ernest Hood,2019-10-11,489264,10,0.355,0.293,0.197,0.00308,0.694,-18.536,0.0651,100.009,0.0782
476,Come And Play In The Milky Night (Demo),Cobra And Phases Group Play Voltage In The Milky Night (Expanded Edition),Stereolab,1999,121933,30,0.429,0.963,0.299,0.914,0.109,-16.603,0.0341,95.054,0.433
477,Just Wish You Were Here,Visible & Invisible Persons Distributed In Space,Various Artists,2019-09-27,294263,5,0.438,0.19,0.37,0.000728,0.116,-12.578,0.0522,145.532,0.534
478,Bias,Crush,Floating Points,2019-10-18,308080,43,0.601,0.0663,0.476,0.891,0.117,-12.026,0.0761,145.997,0.186
479,Many Many Pings,Many Many Pings,Blawan,2019-10-18,404800,19,0.621,0.0213,0.947,0.737,0.0938,-7.792,0.0643,143.009,0.111
480,Al Elnim,Armenian Pop Music,Hamlet Minassian,1980-01-01,372814,23,0.707,0.218,0.792,0.00457,0.385,-13.779,0.0487,119.537,0.901
481,Ada,Ada (Habibi Funk 010),Issam Hajali,2019-10-11,298500,0,0.328,0.0209,0.488,0.0294,0.129,-8.293,0.0268,81.661,0.507
482,Home,Home,Caribou,2019-10-08,156293,0,0.711,0.026,0.665,0.00738,0.246,-7.996,0.117,97.034,0.518
483,God Will Dry My Weeping Eyes,Good God! A Gospel Funk Hymnal,Various Artists,2006-08-29,191373,14,0.882,0.533,0.532,0.000776,0.0802,-10.887,0.133,93.496,0.864
484,Congo Call,The Cry!,Prince Lasha,2000-01-01,307666,7,0.641,0.42,0.324,0.0591,0.1,-15.983,0.0725,91.648,0.661
485,Sajanwa Kab Aaoge - Dadra in Raga Pahadi - Raga - Pahadi - Taal - Dadra (Live),Mehfil - Live Thumris from All over the World,Kaushiki Chakraborty,2019-05-17,964324,0,0.273,0.913,0.261,0.425,0.099,-13.81,0.0361,93.71,0.13
486,DKD,SLUMP DKD TODDLER,Club Winston,2019-08-30,320200,24,0.745,0.171,0.86,0.756,0.102,-10.212,0.0558,120.004,0.448
487,Anasickmodular,Anasickmodular,Floating Points,2019-10-01,192080,26,0.667,0.0154,0.567,0.945,0.118,-11.629,0.044,139.088,0.338
488,Desktop Speaker 003 (130 BPM),Text While Driving If You Want to Meet God!,Vegyn,2019-06-06,67632,22,0.527,0.827,0.397,0.012,0.2,-10.563,0.069,130.108,0.126
489,Bappi - Edit,Bappi,Jamie Jones,2019-09-27,204374,37,0.795,2.4e-05,0.848,0.805,0.0949,-7.135,0.0447,128.022,0.151
490,Walworth Window,TOSSPORTAL,Joy Orbison,2017-01-25,293985,12,0.808,0.000244,0.927,0.912,0.11,-7.373,0.067,124.99,0.415
491,Chiseler's Rush,CANUFEELTHESUNONYRBACK,Call Super,2019-09-27,433625,0,0.72,0.0106,0.4,0.434,0.089,-11.768,0.0544,134.972,0.379
492,Dance Four,Delay Music,Slow Attack Ensemble,2019-07-12,329494,22,0.737,0.969,0.353,0.917,0.0986,-12.215,0.0421,98.931,0.685
493,In Between Love,The Early Years Vol. 2,Tom Waits,1993-02-01,181347,23,0.561,0.953,0.0753,0.000344,0.0853,-17.658,0.0351,74.601,0.385
494,Naima - Take 2,Blue World,John Coltrane,2019-09-27,248840,27,0.305,0.878,0.42,0.0809,0.469,-9.924,0.049,180.11,0.252
495,It's Hard to Live in This Old World,The Time for Peace Is Now - Gospel Music About Us,Various Artists,2019-09-13,183960,0,0.764,0.802,0.415,7.99e-05,0.101,-9.707,0.0278,97.458,0.641
496,Posmean,Utility,Barker,2019-09-06,234101,20,0.764,0.0541,0.697,0.756,0.127,-13.12,0.0501,138.0,0.557
497,Rab Rab Kaho,Tahira Syed,Tahira Syed,1976-01-01,272186,6,0.464,0.987,0.202,0.337,0.166,-13.311,0.0369,81.383,0.336
498,He Nandlala,Swar Bahar,Suman Kalyanpur,2012-02-14,204813,2,0.405,0.918,0.444,1.35e-06,0.269,-9.329,0.0443,95.138,0.603
499,La Mezcla (feat. Totó La Momposina) - Long Edit,La Mezcla (feat. Totó la Momposina) [Pt. 1],Michel Cleis,2009-11-02,599226,27,0.708,0.0397,0.842,0.0688,0.089,-10.694,0.0445,127.004,0.565
500,Indian Flute,Under Construction II (Explicit Version),Timbaland & Magoo,2003-01-01,201813,0,0.691,0.245,0.51,0.0821,0.873,-11.51,0.345,87.932,0.796
501,TBC,Invasion,Terror Danjah,2019-09-13,199098,21,0.753,0.00608,0.419,0.684,0.339,-7.958,0.0542,139.967,0.0695
502,Ellipsis,Ellipsis,Joy Orbison,2012-05-31,307500,29,0.855,0.00747,0.781,0.104,0.248,-8.014,0.138,127.992,0.161
503,金606 B,Yyy Series Compilation I,YYY,2018-06-28,487559,0,0.809,0.0234,0.552,0.943,0.0885,-10.444,0.0685,127.011,0.524
504,A New Day,Dimension Intrusion (25th Anniversary Edition),F.U.S.E.,2019-05-03,233805,12,0.495,0.156,0.719,0.948,0.0742,-11.106,0.0497,191.772,0.209
505,XYZ - Peel Session,XYZ (Peel Session),Boards of Canada,2019-09-18,483738,31,0.345,0.338,0.693,0.897,0.114,-14.081,0.0777,157.988,0.033
506,Utility,Utility,Barker,2019-09-06,270724,29,0.761,0.375,0.772,0.877,0.0888,-11.574,0.0489,139.985,0.205
507,Ochen,Николай Рептайл,Shadowax,2019-09-02,290115,19,0.931,0.611,0.523,0.482,0.106,-13.078,0.19,133.994,0.2
508,F-Wake,Hypertide Over Kiribati,Lothar Ohlmeier,2019-09-06,120306,2,0.577,0.971,0.472,0.811,0.117,-18.574,0.118,105.657,0.498
509,Biblical Violence,Hold Your Horse Is,Hella,2002-03-19,183706,39,0.441,0.0017,0.92,0.81,0.209,-5.384,0.0864,88.464,0.32
510,The Way - Single Version,July,July,2007-06-15,254800,9,0.445,0.0232,0.814,0.464,0.172,-6.28,0.0382,91.961,0.682
511,Our Prayer - Remastered 2001,20/20 (Remastered),The Beach Boys,1969-02-10,70266,21,0.224,0.985,0.0687,0.865,0.176,-16.757,0.0293,87.706,0.166
512,WAY2,WAY2,FLOHIO,2019-08-21,201923,0,0.817,0.000448,0.832,0.0,0.103,-5.093,0.109,137.077,0.176
513,Get Centred,Get Centred,Joe,2019-09-06,398863,11,0.717,0.00591,0.923,0.928,0.0948,-11.719,0.0439,140.43,0.737
514,Liquify,Pleats Plead,DJ Plead,2019-03-01,348444,6,0.797,0.0116,0.894,0.923,0.0839,-4.636,0.0916,134.989,0.319
515,Wireheading,Utility,Barker,2019-09-06,139866,18,0.278,0.987,0.0553,0.924,0.111,-27.1,0.051,137.498,0.238
516,Chehre Pe Khushi Chha Jati Hai,Waqt (Original Motion Picture Soundtrack),Ravi,1965-12-31,267445,10,0.556,0.994,0.396,0.301,0.105,-8.733,0.0357,102.498,0.744
517,Anna Painting,Anna Painting,Four Tet,2019-08-30,461395,34,0.654,0.0203,0.677,0.891,0.122,-7.988,0.0539,129.012,0.108
518,Last Bloom,Last Bloom,Floating Points,2019-08-28,353680,19,0.711,0.197,0.646,0.894,0.0845,-11.706,0.0584,135.018,0.138
519,Brazing the high sky full,Output,Wolfgang Dauner,1970-12-01,263609,3,0.684,0.048,0.352,0.2,0.819,-18.783,0.0981,101.641,0.285
520,Midnight Hour with Boys Noize & Ty Dolla $ign,Midnight Hour with Boys Noize & Ty Dolla $ign,Skrillex,2019-08-29,198839,55,0.795,0.00235,0.899,0.000392,0.199,-4.202,0.0685,125.978,0.329
521,Lahaina Noon,Anna Painting,Four Tet,2019-08-30,375338,23,0.782,0.212,0.893,0.852,0.356,-7.634,0.0498,133.007,0.165
522,Bulbocavernosa,Mer Neith It Es,Malin Genie,2018-07-23,344134,21,0.789,0.000162,0.689,0.787,0.031,-11.173,0.0786,128.007,0.136
523,Breath,Anna Painting,Four Tet,2019-08-30,251076,15,0.144,0.957,0.16,0.908,0.0781,-19.159,0.0375,85.818,0.0365
524,Gut pluriarc with 3 Men's Voices,Instrumental Music of the Kalahari San,Various Artists,1982-01-01,156186,4,0.485,0.993,0.243,0.759,0.0919,-15.61,0.0389,99.982,0.495
525,Le piroguier,Amir,Henri Texier,1976,264426,0,0.428,0.853,0.218,0.191,0.0778,-14.085,0.031,108.897,0.154
526,Action Figure,A,Sunburned Hand Of The Man,2010,240493,4,0.69,0.00996,0.429,0.827,0.112,-12.441,0.192,119.773,0.427
527,Total Confusion - Heavenly Mix,Total Confusion,"A Homeboy, A Hippie & A Funki Dredd",2015-10-09,440266,22,0.729,0.0214,0.741,0.889,0.044,-8.395,0.0498,122.957,0.575
528,Wedding Dress - RTBF TV - 1973,The Time Has Come 1967-1973,Pentangle,2007-03-12,144093,8,0.67,0.0513,0.735,0.000951,0.135,-9.854,0.0328,101.571,0.936
529,UFOF,U.F.O.F.,Big Thief,2019-05-03,188413,0,0.623,0.638,0.613,0.572,0.143,-9.241,0.0309,147.168,0.745
530,So Freely,A Tear and a Smile,Tír na nÓg,1972-04-07,220706,10,0.5,0.938,0.252,0.0186,0.106,-15.226,0.0309,79.723,0.267
531,Fly,Suddenly One Summer,J.K. & Co.,1968-01-01,285133,30,0.257,0.593,0.421,0.19,0.103,-13.232,0.0325,133.051,0.229
532,Get Thy Bearings - 2005 Remastered Version,The Hurdy Gurdy Man,Donovan,1966-08-26,171040,32,0.538,0.29,0.357,0.395,0.069,-13.073,0.0293,151.383,0.609
533,Light It Up,So Much Fun,Young Thug,2019-08-16,209253,49,0.953,0.00389,0.515,0.0,0.11,-8.546,0.0846,138.039,0.351
534,"Fold4, Wrap5",LP5,Autechre,1998-07-13,243000,16,0.248,0.0187,0.563,0.824,0.121,-10.421,0.0528,70.99,0.308
535,Back to Basics (feat. Skepta) (Floating Points Remix),Back to Basics (feat. Skepta) (Floating Points Remix),Headie One,2019-08-09,229107,48,0.787,0.00437,0.855,0.00218,0.0565,-8.152,0.122,139.184,0.592
536,Private Caller Remix (Instrumental),Tunnel Vision Vol 2,Wiley,2006-09-01,226493,5,0.795,0.00807,0.795,0.89,0.193,-4.677,0.0437,139.117,0.393
537,Ringtone,Ringtone,Dr Vades,2019-02-20,154000,35,0.886,0.468,0.564,0.000128,0.0945,-8.303,0.0994,139.975,0.726
538,Gas Clubber,Variances,Enzo Siragusa,2019-02-06,417709,0,0.878,0.00164,0.548,0.69,0.117,-13.172,0.313,131.01,0.66
539,Starry Nite Life,Banoffee Pies Digi 07,Various Artists,2017,362222,0,0.887,0.00195,0.317,0.825,0.1,-13.366,0.107,121.004,0.11
540,Chouchin,Komachi,Meitei,2019-04-12,264207,0,0.715,0.991,0.141,0.915,0.15,-20.035,0.0537,120.028,0.396
541,Dreamer,Dreamer,Four Tet,2019-07-17,202680,36,0.758,0.545,0.765,0.887,0.0941,-9.741,0.0831,135.003,0.433
542,Changes - James Blake Harmonimix,Changes (James Blake Harmonimix),Mala,2013-05-13,324779,32,0.335,0.773,0.57,0.629,0.0965,-7.329,0.0381,138.891,0.0866
543,Disaffection,Reality Broadcast Off,James Ruskin,2019-07-19,323040,4,0.811,0.0216,0.764,0.801,0.0932,-12.23,0.168,132.018,0.528
544,Anfa Dásachtach,Michael O'Shea,Michael O'Shea,2019-02-01,276983,6,0.478,0.98,0.496,0.946,0.0815,-24.826,0.0405,123.331,0.553
545,Moulate Salef,Al Hadaoui (Habibi Funk 011),Attarazat Addahabia,2019-07-12,301500,12,0.644,0.455,0.711,0.0189,0.35,-10.516,0.347,97.044,0.778
546,Simply Beautiful,I'm Still in Love with You,Al Green,1972-10-23,251569,49,0.527,0.616,0.223,0.00416,0.125,-15.627,0.145,145.253,0.479
547,John The Baptist,Stormbringer,John Martyn,1970,190680,19,0.547,0.492,0.56,0.0078,0.208,-10.7,0.0308,82.162,0.686
548,Abdul Malek,We Keep On (feat. Charlie Mariano),Embryo,2015-04-09,191395,10,0.59,0.574,0.46,0.0541,0.564,-18.392,0.0674,139.672,0.777
549,Bird Tribe,IS,ISSHU,2019-07-05,82278,2,0.589,0.785,0.444,0.897,0.0826,-15.421,0.0456,128.039,0.391
550,Odds Against Us,Odds Against Us,Martyn,2019-07-26,342277,10,0.78,0.0293,0.973,0.603,0.357,-3.692,0.0891,135.014,0.762
551,Resolute,REVENGE2,Charles Green,2019-01-07,336000,3,0.724,0.00084,0.932,0.855,0.536,-6.741,0.0581,131.831,0.615
552,Part 2,Honestly (Solo Live),Jaco Pastorius,1998-01-01,235466,14,0.719,0.95,0.116,0.941,0.108,-34.091,0.0509,124.582,0.778
553,"Part 2 - Live at Alexandra Palace, London 8th and 9th May 2019","Live at Alexandra Palace London, 8th and 9th May 2019",4TLR,2019-05-08,659875,12,0.42,0.171,0.876,0.717,0.682,-10.292,0.0976,75.497,0.065
554,Dreamer,Dreamer,Four Tet,2019-07-17,202680,36,0.758,0.545,0.765,0.887,0.0941,-9.741,0.0831,135.003,0.433
555,Mildly Skeeming,Vergessen,Wim Mertens,1982,436535,0,0.611,0.601,0.408,0.00889,0.16,-9.398,0.0406,96.966,0.943
556,Coorabell,LesAlpx / Coorabell,Floating Points,2019-07-12,364299,23,0.771,0.00408,0.826,0.873,0.109,-10.148,0.0628,134.997,0.383
557,Cotton,Cotton EP,Cop Envy,2019-07-12,351370,28,0.807,0.0277,0.54,0.953,0.0785,-11.995,0.0588,126.015,0.0351
558,No Idol,Grace EP,DJ Haram,2019-07-05,216000,6,0.805,0.0875,0.402,0.306,0.024,-12.817,0.178,180.066,0.56
559,Stress Test,Stress Test,Stenny,2019-06-14,267520,22,0.82,0.00766,0.791,0.758,0.0993,-6.593,0.135,133.001,0.283
560,Muscovite Parricide Song,Doorstop Rhythmic Bloc,Prolapse,2006-01-01,146960,2,0.684,0.782,0.492,0.777,0.0733,-15.247,0.0712,126.012,0.0629
561,What Color Is the Sky in the World You Live In?,Fire Escape,Sunburned Hand Of The Man,2007-08-08,300000,0,0.271,0.781,0.45,0.665,0.52,-8.891,0.0363,74.349,0.143
562,Scubaplus,Superplus,Quickspace,1995-10-01,183866,7,0.614,0.0733,0.645,0.866,0.0981,-11.542,0.121,131.46,0.195
563,Rest - Pearson Sound Remix,Echo (Remixes),Brandt Brauer Frick,2019-07-12,301339,7,0.768,0.0101,0.927,0.869,0.0873,-9.61,0.0472,115.992,0.208
564,Dawn Chorus,ANIMA,Thom Yorke,2019-06-26,323080,0,0.261,0.854,0.174,0.893,0.169,-16.161,0.0346,138.999,0.0393
565,Lampara,Derretirse,DJ Python,2019-06-17,287406,26,0.42,0.187,0.56,0.9,0.141,-12.278,0.0579,102.734,0.204
566,Glora - Instrumental,Big Time Sensuality,Björk,1993-11-22,103360,0,0.281,0.995,0.0445,0.0302,0.0944,-19.813,0.0594,130.585,0.213
567,Bonnie Boy,The Power of the True Love Knot,Shirley Collins,1968,225333,0,0.282,0.925,0.242,0.109,0.0826,-11.166,0.0317,65.974,0.223
568,A Raga Called Pat - Part IV,The Voice Of The Turtle (Remastered),John Fahey,1996,265626,0,0.388,0.682,0.144,0.843,0.109,-19.741,0.0391,107.979,0.039
569,Oxytocin,Expansion / Contraction,Various Artists,2007-11-01,612826,0,0.758,0.0125,0.489,0.898,0.0834,-10.731,0.0508,127.973,0.302
570,NTU,Linger Lane,Bobby Hutcherson,1975,352920,34,0.414,0.683,0.725,0.688,0.18,-11.247,0.0338,91.408,0.809
571,Xingó - Version 1,"Demos (1973-1975), Vol. 1 & 2",Azymuth,2019-05-31,296986,11,0.398,0.0932,0.763,0.775,0.102,-9.586,0.0574,111.662,0.173
572,LesAlpx,LesAlpx,Floating Points,2019-06-18,281141,32,0.7,0.000184,0.741,0.826,0.109,-11.692,0.0411,130.025,0.181
573,Since You Been Gone,Motherlode,James Brown,2003-01-01,333653,24,0.82,0.0358,0.903,0.471,0.135,-6.834,0.047,117.531,0.753
574,If,Sizzling EP,Daphni,2019-06-19,287195,23,0.627,0.000264,0.979,0.95,0.154,-6.318,0.0356,128.05,0.616
575,Feel My Butterfly - Ghetto Acid Mix,Feel My Butterfly,Parris Mitchell,2019-06-14,447878,13,0.8,0.00409,0.798,0.861,0.0946,-5.996,0.061,129.026,0.155
576,Paul's Ark,"Spiritual Jazz - Esoteric, Modal + Deep Jazz From The Underground 1968-77",Various Artists,2009-04-07,198373,7,0.398,0.449,0.64,0.562,0.126,-8.494,0.0297,114.688,0.675
577,I Am Consumed,The Kid,Kaitlyn Aurelia Smith,2017-10-06,54453,8,0.353,0.899,0.231,0.866,0.207,-17.668,0.0336,150.863,0.831
578,Lucys,Fog FM,Anthony Naples,2019-06-14,394000,21,0.802,0.0037,0.838,0.863,0.0505,-9.534,0.059,127.005,0.606
579,Missing Something,Ways Of Seeing,Konx-Om-Pax,2019-06-14,281280,20,0.69,0.0296,0.796,0.923,0.116,-9.846,0.0342,127.015,0.315
580,State Forest,Claustro / State Forest,Burial,2019-06-14,483286,25,0.153,0.953,0.226,0.909,0.277,-27.235,0.0668,77.723,0.0713
581,Be Alone,Be Alone,T.Williams,2019-06-14,302419,5,0.768,0.00299,0.888,0.889,0.181,-10.998,0.074,127.065,0.733
582,Million Dollar Mansion (feat. Young Thug),Long Live Mexico,Lil Keed,2019-06-14,189986,43,0.892,0.036,0.466,0.0,0.122,-8.184,0.408,81.02,0.371
583,Faces on Ankles - Radio Edit,Faces on Ankles,Karen Gwyer,2019-06-14,251494,6,0.642,0.0284,0.904,0.888,0.0651,-7.611,0.0423,140.015,0.753
584,Unhygenix,Fog FM,Anthony Naples,2019-06-14,470927,10,0.806,0.00665,0.747,0.901,0.165,-8.176,0.0564,124.006,0.409
585,Rated X,Get Up With It,Miles Davis,1974-11-22,411160,22,0.0734,0.0917,0.914,0.924,0.0377,-8.921,0.0736,179.9,0.124
586,Elephant Kiosk,Misfits,Icarus,2002-07-10,370106,19,0.593,0.00417,0.537,0.602,0.0742,-16.672,0.117,175.074,0.547
