,track_name,album,artist_name,release_date,duration_ms,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
141,"Ceremony of Carols, Op.28: Balulalow",A Ceremony Of Carols - Britten At Christmas From King's,Benjamin Britten,2013-01-01,78333,17,0.218,0.974,0.0113,0.0824,0.0904,-30.482,0.0447,127.126,0.0374
142,"O di Betlemme, altera poverta ventu: I. Sinfonia",Roman Christmas: Italian Concertos and Cantatas,Cologne Chamber Orchestra,1999-08-26,121066,24,0.25,0.945,0.0304,0.887,0.136,-22.989,0.0457,77.039,0.213
143,"Noels sur les instruments, H. 534: Noel: Vous qui desirez sans fin, H. 534","Charpentier, M.-A.: Noels and Christmas Motets, Vol. 1",Marc-Antoine Charpentier,1999-09-14,145373,20,0.502,0.866,0.12,0.00604,0.293,-22.779,0.0339,107.724,0.432
144,An earthly tree,"All is calm, all is bright: Christmas Favourites",Theatre Of Voices,2014-11-30,281053,18,0.155,0.961,0.0737,0.456,0.0948,-24.241,0.0445,83.12,0.0925
145,"Czech Christmas Mass, ""Hail, Master!"": Sanctus",Ryba: Czech Christmas Mass / Missa Pastoralis,Jakub Jan Ryba,1998-11-20,121600,18,0.248,0.956,0.0988,0.00654,0.123,-17.779,0.0391,90.891,0.198
146,Noel nouvelet,A Choral Christmas,Brian Jones,2001-01-01,283840,19,0.144,0.97,0.0505,0.764,0.155,-31.109,0.0472,139.727,0.0377
147,"Der Stern von Bethlehem, Op. 164: Expectation: Die Erde schweigt (Chorus)","Rheinberger, J.G.: Stern Von Bethlehem (Der) / Rhapsodie in D Major / Organ Sonata No. 7",Josef Rheinberger,1997-01-01,340893,18,0.146,0.975,0.16,0.888,0.0844,-20.191,0.0398,81.19,0.0602
148,"In dulci jubilo, TWV 1:939: VII. Ehre sei Gott in der Hohe (Chorus)",Concertos And Cantatas for Christmas,Collegium Musicum 90,1998-11-01,140400,17,0.343,0.985,0.264,0.0372,0.0699,-15.317,0.0385,85.946,0.278
149,"Concerto Grosso, Op. 6 No. 8 ""Christmas Concerto"": III. Adagio - Allegro - Adagio","Vivaldi: Concerto in A Major, RV 158 ""Concerto ripieno"" - Concerto in D Major, RV 512 - Corelli: Concerto Grosso, Op. 6 No. 8 ""Christmas Concerto"" & Concerto Grosso in D Major, Op. 6 No. 4 - Galuppi: Concerto a quattro No. 2 in G Major",Pierre Cochand,1999,201693,20,0.0974,0.963,0.14,0.894,0.154,-17.532,0.0485,177.744,0.0846
150,"Erster Teil - Jauchzet, Frohlocket, Auf, Preiset Die Tage: Aria (Bass) - Großer Herr, O Starker König (Bach)","Bach: Weihnachtsoratorium, BWV 248",Johann Sebastian Bach,2006-11-07,268200,39,0.531,0.93,0.324,0.0644,0.0625,-12.987,0.0354,93.163,0.69
151,The Angel Gabriel From Heaven Came (arr. E. Pettman for choir),"Nowell, Sing We!: Advent & Christmas at New College","Choir of New College, Oxford",2016-11-04,178903,19,0.236,0.989,0.104,4.63e-06,0.149,-27.795,0.0419,109.256,0.117
152,There Is No Rose,Transeamus,The Hilliard Ensemble,2014-10-10,283360,0,0.187,0.982,0.0437,3.43e-05,0.137,-27.917,0.041,100.828,0.0732
153,Hodie Christus natus est - Trans. Denis Arnold/Edited for performance John Eliot Gardiner,A Venetian Christmas,The Monteverdi Choir,2012-01-01,148960,10,0.33,0.994,0.16,0.000766,0.134,-21.437,0.0289,88.653,0.179
154,O du frohliche (O Sanctissima),Christmas with the Vienna Boys Choir,Vienna Boys' Choir,2012-11-06,105853,19,0.271,0.984,0.0596,0.0,0.139,-25.116,0.0547,113.066,0.181
155,Ave Maris Stella,Christmas at Glasgow Cathedral,Glasgow Cathedral Choir,2013-09-09,177053,0,0.0973,0.992,0.0423,0.0286,0.114,-28.294,0.0506,76.856,0.0356
156,"Lullay, My Liking (2002 Setting)",Christmas Card Carols,John Turner,2017-10-20,230434,20,0.291,0.991,0.0298,0.000123,0.0898,-25.395,0.0546,116.742,0.0393
157,"In Dulci Jubilo, BuxWV 52",In Dulci Jubilo: Music for the Christmas Season by Buxtehude & Friends,Theatre Of Voices,2017-10-20,350413,20,0.222,0.967,0.0917,0.000276,0.13,-24.205,0.0467,93.952,0.192
